City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
65,East London,ZA,-33.0153,27.9116,59.68,68,14,18.19,few clouds
66,Albany,US,42.6001,-73.9662,63.25,84,87,1.01,overcast clouds
67,Zalantun,CN,48.0,122.7167,44.17,59,3,10.25,clear sky
68,Khatanga,RU,71.9667,102.5,16.29,96,100,5.32,light snow
69,Bizhbulyak,RU,53.6967,54.2642,42.48,82,100,4.7,overcast clouds
70,Turukhansk,RU,65.8167,87.9833,25.7,76,100,10.78,overcast clouds
71,Suez,EG,29.9737,32.5263,69.6,78,0,11.12,clear sky
72,Taltal,CL,-25.4,-70.4833,64.44,55,8,4.54,clear sky
73,Tautira,PF,-17.7333,-149.15,86.02,76,79,9.1,broken clouds
74,Champerico,GT,14.3,-91.9167,87.94,78,100,9.19,overcast clouds
75,Bethel,US,41.3712,-73.414,63.19,89,90,1.99,overcast clouds
76,Lucapa,AO,-8.4192,20.7447,74.12,52,95,2.39,overcast clouds
77,Porto Novo,BJ,6.4965,2.6036,78.17,85,91,5.21,light rain
78,Huarmey,PE,-10.0681,-78.1522,65.08,86,56,8.41,broken clouds
79,Talnakh,RU,69.4865,88.3972,23.49,96,96,6.8,snow
80,Okha,RU,53.5739,142.9478,47.28,94,100,33.04,moderate rain
81,Atuona,PF,-9.8,-139.0333,78.44,75,31,18.68,scattered clouds
82,Hobart,AU,-42.8794,147.3294,52.02,54,40,7.0,scattered clouds
83,Edmond,US,35.6528,-97.4781,82.69,64,54,1.01,broken clouds
84,Sokoni,TZ,-6.4333,39.55,77.32,81,44,13.33,scattered clouds
85,Geraldton,AU,-28.7667,114.6,50.41,93,61,8.05,broken clouds
86,Ribeira Grande,PT,38.5167,-28.7,69.51,91,100,26.53,overcast clouds
87,Sisimiut,GL,66.9395,-53.6735,33.76,79,98,5.57,overcast clouds
88,Ust-Kulom,RU,61.6864,53.6902,38.79,98,100,7.36,overcast clouds
89,Cherskiy,RU,68.75,161.3,7.68,93,77,5.26,broken clouds
90,Bonawon,PH,9.134,122.9193,80.64,87,100,17.13,overcast clouds
91,Kavieng,PG,-2.5744,150.7967,83.46,71,58,7.09,broken clouds
92,Sitka,US,57.0531,-135.33,49.89,76,40,5.75,light rain
93,Yellowknife,CA,62.456,-114.3525,36.41,100,100,8.01,light rain
94,Sijunjung,ID,-0.6876,100.9537,72.52,98,96,2.01,overcast clouds
95,Clyde River,CA,70.4692,-68.5914,32.65,77,100,2.86,overcast clouds
96,Ahipara,NZ,-35.1667,173.1667,60.62,63,89,9.73,overcast clouds
97,Cape Town,ZA,-33.9258,18.4232,63.12,85,97,5.35,overcast clouds
98,Puri,IN,19.8,85.85,81.12,80,51,8.25,broken clouds
99,Hermanus,ZA,-34.4187,19.2345,62.91,64,98,8.21,overcast clouds
100,Kununurra,AU,-15.7667,128.7333,82.38,69,97,6.91,overcast clouds
101,Leshukonskoye,RU,64.8989,45.7622,48.06,97,100,8.68,light rain
102,Katsuura,JP,35.1333,140.3,78.19,71,58,14.36,broken clouds
103,Coahuayana,MX,18.7333,-103.6833,92.68,75,98,4.12,overcast clouds
104,Opuwo,NA,-18.0607,13.84,75.6,16,0,2.48,clear sky
105,Reynoldsburg,US,39.9548,-82.8121,78.93,69,20,1.01,few clouds
106,Severo-Kurilsk,RU,50.6789,156.125,49.19,94,100,20.92,moderate rain
107,Joao Pinheiro,BR,-17.7425,-46.1725,72.1,75,100,6.62,overcast clouds
108,Dunedin,NZ,-45.8742,170.5036,58.8,70,100,3.0,overcast clouds
109,Bengkulu,ID,-3.8004,102.2655,75.2,90,91,4.47,overcast clouds
110,Kaduy,RU,59.2,37.15,41.14,83,30,6.49,scattered clouds
111,Kiama,AU,-34.6833,150.8667,57.25,74,100,8.99,overcast clouds
112,Guerrero Negro,MX,27.9769,-114.0611,76.78,54,0,14.83,clear sky
113,West Wendover,US,40.7391,-114.0733,61.81,25,1,8.05,clear sky
114,Kruisfontein,ZA,-34.0033,24.7314,51.73,77,30,6.13,scattered clouds
115,Lorengau,PG,-2.0226,147.2712,84.43,68,83,2.93,broken clouds
116,Iqaluit,CA,63.7506,-68.5145,34.7,82,48,1.99,scattered clouds
117,Dudinka,RU,69.4058,86.1778,22.39,91,100,7.07,overcast clouds
118,Rawson,AR,-43.3002,-65.1023,67.08,41,22,7.34,few clouds
119,Flin Flon,CA,54.7682,-101.865,59.85,48,100,7.47,overcast clouds
120,Chifeng,CN,42.2683,118.9636,41.13,45,0,6.04,clear sky
121,Katobu,ID,-4.9408,122.5276,79.05,80,100,0.34,overcast clouds
122,Tuktoyaktuk,CA,69.4541,-133.0374,30.25,74,99,6.67,overcast clouds
123,Yerbogachen,RU,61.2767,108.0108,30.38,92,100,9.82,light snow
124,Olafsvik,IS,64.8945,-23.7142,40.26,60,18,1.14,few clouds
125,Lagoa,PT,39.05,-27.9833,70.41,88,100,21.47,overcast clouds
126,Gat,IL,31.61,34.7642,71.4,66,0,4.72,clear sky
127,Arlit,NE,18.7369,7.3853,84.78,10,29,8.88,scattered clouds
128,Upernavik,GL,72.7868,-56.1549,33.13,98,100,10.76,snow
129,Tilichiki,RU,60.4667,166.1,29.7,65,55,3.6,broken clouds
130,Springbok,ZA,-29.6643,17.8865,65.89,12,6,10.87,clear sky
131,Selenginsk,RU,52.0064,106.8647,21.61,64,0,5.53,clear sky
132,Ningyang,CN,35.7642,116.7914,50.34,62,77,5.91,broken clouds
133,Luderitz,NA,-26.6481,15.1594,71.2,36,6,4.83,clear sky
134,Troitsko-Pechorsk,RU,62.7084,56.1964,31.84,97,100,9.64,snow
135,Naze,JP,28.3667,129.4833,77.63,86,64,16.64,broken clouds
136,Codrington,AU,-38.2667,141.9667,51.67,61,83,9.51,broken clouds
137,Nouadhibou,MR,20.931,-17.0347,69.03,84,0,21.74,clear sky
138,Lalmohan,BD,22.3384,90.7419,81.18,81,53,7.18,broken clouds
139,Kilis,TR,36.7161,37.115,57.43,28,1,3.98,clear sky
140,Ongandjera,NA,-17.8833,15.0667,79.0,10,0,15.01,clear sky
141,Qaanaaq,GL,77.484,-69.3632,29.73,87,100,8.1,overcast clouds
142,Chokurdakh,RU,70.6333,147.9167,19.02,88,100,5.39,overcast clouds
143,Shimoda,JP,34.6667,138.95,76.1,75,11,9.01,few clouds
144,Bhitarwar,IN,25.8,78.1167,76.32,49,4,3.89,clear sky
145,Nanchital,MX,18.0667,-94.4,89.62,74,20,11.5,few clouds
146,Tarko-Sale,RU,64.9225,77.785,27.03,80,18,10.02,few clouds
147,Semnan,IR,35.5729,53.3971,52.72,49,0,1.48,clear sky
148,Hasaki,JP,35.7333,140.8333,72.28,68,40,13.27,scattered clouds
149,Alofi,NU,-19.0595,-169.9187,77.34,79,100,4.54,overcast clouds
150,Ilulissat,GL,69.2167,-51.1,30.22,93,75,1.14,broken clouds
151,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,84,0,9.22,clear sky
152,Vilhena,BR,-12.7406,-60.1458,79.45,49,23,4.43,few clouds
153,Shingu,JP,33.7333,135.9833,76.19,83,3,2.06,clear sky
154,Camocim,BR,-2.9022,-40.8411,79.63,77,8,16.42,clear sky
155,Terney,RU,45.0503,136.6092,50.32,61,60,11.61,broken clouds
156,Udayagiri,IN,20.1333,84.3833,66.18,73,19,3.67,few clouds
157,Saint-Philippe,RE,-21.3585,55.7679,72.95,89,6,6.22,clear sky
158,Manzanillo,CU,20.3433,-77.1167,81.0,74,38,7.2,scattered clouds
159,Monywa,MM,22.1167,95.1333,79.9,85,36,4.23,scattered clouds
160,Ullapool,GB,57.8987,-5.1604,51.94,87,100,11.41,overcast clouds
161,Kenai,US,60.5544,-151.2583,48.02,72,1,13.8,clear sky
162,Havoysund,NO,70.9963,24.6622,43.68,87,100,9.78,overcast clouds
163,New Norfolk,AU,-42.7826,147.0587,51.66,52,83,1.99,broken clouds
164,Srandakan,ID,-7.9386,110.2506,77.0,82,93,6.98,overcast clouds
165,Sterling,US,39.0062,-77.4286,69.98,90,90,1.01,overcast clouds
166,Ayr,GB,55.4627,-4.6339,52.11,87,75,10.36,broken clouds
167,Souillac,MU,-20.5167,57.5167,71.37,91,91,8.39,light rain
168,Prince Rupert,CA,54.3161,-130.3201,44.69,93,90,6.91,moderate rain
169,Chotila,IN,22.4167,71.1833,80.58,76,80,6.69,broken clouds
170,Sao Filipe,CV,14.8961,-24.4956,80.89,71,0,3.58,clear sky
171,Sandovo,RU,58.4602,36.4128,40.03,81,20,6.93,few clouds
172,Pevek,RU,69.7008,170.3133,23.43,91,100,6.2,overcast clouds
173,Cayenne,GF,4.9333,-52.3333,83.08,80,0,3.0,clear sky
174,Chuy,UY,-33.6971,-53.4616,60.49,78,97,13.76,overcast clouds
175,Ponta Do Sol,PT,32.6667,-17.1,72.23,69,17,4.45,few clouds
176,Xiamen,CN,24.4798,118.0819,84.25,70,95,15.97,overcast clouds
177,Laguna,US,38.421,-121.4238,83.05,29,1,1.01,clear sky
178,Saint George,US,37.1041,-113.5841,75.67,28,1,1.99,clear sky
179,Noumea,NC,-22.2763,166.4572,79.0,99,0,5.1,clear sky
180,Havre,FR,49.5833,0.3333,56.97,94,75,6.91,broken clouds
181,Mangrol,IN,21.1167,70.1167,81.91,76,37,2.04,scattered clouds
182,Araouane,ML,18.9048,-3.5265,89.02,10,100,5.75,overcast clouds
183,Necochea,AR,-38.5473,-58.7368,60.04,89,28,8.39,scattered clouds
184,Hirara,JP,24.8,125.2833,80.46,94,75,25.32,light intensity shower rain
185,Tayoltita,MX,24.0833,-105.9333,78.12,72,62,5.1,broken clouds
186,Bathsheba,BB,13.2167,-59.5167,83.01,78,75,18.41,broken clouds
187,Sarakhs,IR,36.5449,61.1577,44.74,29,3,4.32,clear sky
188,Weihe,CN,32.9952,105.3247,46.74,83,100,2.33,overcast clouds
189,Abu Dhabi,AE,24.4667,54.3667,87.82,62,0,4.61,clear sky
190,Tiksi,RU,71.6872,128.8694,28.83,97,100,7.83,light snow
191,Leningradskiy,RU,69.3833,178.4167,22.95,89,100,4.92,overcast clouds
192,Solikamsk,RU,59.6196,56.7729,33.48,83,96,7.02,overcast clouds
193,Lexington-Fayette,US,38.0498,-84.4585,78.06,61,1,8.05,clear sky
194,Tarakan,ID,3.3,117.6333,80.01,84,100,6.6,overcast clouds
195,Buenos Aires,AR,-34.6132,-58.3772,64.02,89,75,16.11,broken clouds
196,Namibe,AO,-15.1961,12.1522,68.27,88,72,2.8,broken clouds
197,High Prairie,CA,55.4334,-116.4858,48.4,31,49,11.54,scattered clouds
198,Krasnoarmeysk,RU,51.0239,45.6969,46.15,53,0,2.13,clear sky
199,Daru,PG,-9.0763,143.2092,79.63,79,100,8.43,overcast clouds
200,Meulaboh,ID,4.1363,96.1285,75.81,88,100,3.56,overcast clouds
201,Aswan,EG,24.0934,32.907,88.12,23,13,9.89,few clouds
202,Aras,ES,42.5617,-2.356,52.72,93,0,8.05,clear sky
203,Yar-Sale,RU,66.8333,70.8333,26.98,82,48,7.78,scattered clouds
204,Santa Maria,BR,-29.6842,-53.8069,63.93,93,96,8.39,overcast clouds
205,Grindavik,IS,63.8424,-22.4338,39.67,93,75,1.14,broken clouds
206,Nome,US,64.5011,-165.4064,39.16,65,1,0.0,clear sky
207,Seoul,KR,37.5683,126.9778,58.39,54,99,2.57,overcast clouds
208,Arraial Do Cabo,BR,-22.9661,-42.0278,67.23,88,100,22.57,light rain
209,Dickinson,US,29.4608,-95.0513,85.95,78,90,5.01,overcast clouds
210,Rusera,IN,25.75,86.0333,75.99,77,0,4.25,clear sky
211,Tiznit,MA,29.5833,-9.5,69.04,53,100,0.4,overcast clouds
212,Estevan,CA,49.1334,-102.9842,68.34,20,0,9.78,clear sky
213,Cardston,CA,49.2,-113.3019,43.45,31,7,22.73,clear sky
214,Thompson,CA,55.7435,-97.8558,54.3,50,100,4.74,overcast clouds
215,Byron Bay,AU,-28.65,153.6167,77.7,54,45,10.38,scattered clouds
216,Saint-Georges,GD,12.0564,-61.7485,83.88,84,20,17.27,few clouds
217,Nanortalik,GL,60.1432,-45.2371,36.5,64,4,2.3,clear sky
218,Pleszew,PL,51.8964,17.7855,42.67,59,7,4.45,clear sky
219,Alenquer,BR,-1.9417,-54.7383,84.54,51,86,1.12,overcast clouds
220,Marysville,US,48.0518,-122.1771,57.38,69,75,5.01,broken clouds
221,Salalah,OM,17.0151,54.0924,80.69,78,75,4.61,broken clouds
222,Rio Gallegos,AR,-51.6226,-69.2181,44.76,62,37,9.75,scattered clouds
223,Isoka,ZM,-10.1606,32.6335,66.72,48,73,1.39,broken clouds
224,Kodiak,US,57.79,-152.4072,44.8,59,100,8.16,overcast clouds
225,Vao,NC,-22.6667,167.4833,70.29,63,5,13.53,clear sky
226,Valparaiso,CL,-33.0393,-71.6273,60.44,63,0,8.05,clear sky
227,Tarn Taran,IN,31.45,74.9253,73.29,45,0,8.12,clear sky
228,Mahebourg,MU,-20.4081,57.7,71.26,91,96,8.93,light rain
229,Mount Gambier,AU,-37.8333,140.7667,52.41,50,92,7.49,overcast clouds
230,San Patricio,US,28.017,-97.5169,91.49,64,46,20.27,scattered clouds
231,Isangel,VU,-19.55,169.2667,77.61,61,4,10.31,clear sky
232,Wenling,CN,28.3669,121.36,75.9,89,17,12.08,few clouds
233,Saint-Joseph,RE,-21.3667,55.6167,71.96,84,2,6.49,clear sky
234,Carnarvon,AU,-24.8667,113.6333,66.43,68,0,21.25,clear sky
235,Pisco,PE,-13.7,-76.2167,63.01,82,0,10.36,clear sky
236,Faya,SA,18.3851,42.4509,61.32,30,32,9.6,scattered clouds
237,Jalingo,NG,8.8833,11.3667,75.58,89,74,4.45,broken clouds
238,Udachnyy,RU,66.4167,112.4,21.47,92,100,18.92,light snow
239,Salinas,US,36.6777,-121.6555,81.99,64,1,14.97,clear sky
240,Hilo,US,19.7297,-155.09,82.13,78,40,16.11,moderate rain
241,Lavrentiya,RU,65.5833,-171.0,30.52,78,45,2.66,scattered clouds
242,Svetlyy,RU,54.675,20.1347,39.25,67,0,10.71,clear sky
243,Torbay,CA,47.6666,-52.7314,43.57,82,26,4.0,scattered clouds
244,Ballina,AU,-28.8667,153.5667,77.77,54,62,6.87,broken clouds
245,Richmond,US,37.5538,-77.4603,71.65,88,20,4.0,few clouds
246,Songkhla,TH,6.8333,100.6667,77.05,93,28,3.6,scattered clouds
247,Luganville,VU,-15.5333,167.1667,80.35,81,98,12.84,overcast clouds
248,Cap Malheureux,MU,-19.9842,57.6142,71.47,92,98,3.0,heavy intensity rain
249,Tornio,FI,65.8481,24.1466,48.22,93,100,17.09,light rain
250,Barcelos,PT,41.5388,-8.6151,69.85,45,77,6.93,broken clouds
251,Mananara,MG,-16.1667,49.7667,64.58,92,20,5.03,few clouds
252,Lompoc,US,34.6391,-120.4579,81.09,62,1,11.5,clear sky
253,Cururupu,BR,-1.8283,-44.8683,77.13,86,34,4.29,scattered clouds
254,Hami,CN,42.8,93.45,46.38,26,3,6.64,clear sky
255,Payo,ID,-3.7508,103.6372,74.41,88,87,1.77,overcast clouds
256,Morondava,MG,-20.2833,44.2833,75.65,73,12,10.33,few clouds
257,Novyy Urengoy,RU,66.0833,76.6333,27.48,73,29,10.63,scattered clouds
258,Saldanha,ZA,-33.0117,17.9442,61.65,51,86,9.06,overcast clouds
259,Ligayan,PH,4.6533,119.4706,84.36,76,85,11.74,overcast clouds
260,Frontera,MX,26.9333,-101.45,101.95,22,1,17.27,clear sky
261,Solnechnyy,RU,50.7214,136.6319,40.33,85,100,10.47,overcast clouds
262,Puro,PH,12.4841,123.3827,82.15,84,95,23.53,overcast clouds
263,Great Falls,US,47.5002,-111.3008,61.99,26,1,8.99,clear sky
264,Makakilo City,US,21.3469,-158.0858,82.72,57,90,10.36,overcast clouds
265,Gua Musang,MY,4.8823,101.9644,72.14,86,95,1.54,overcast clouds
266,Stromness,GB,58.965,-3.296,48.87,86,21,18.99,few clouds
267,Arman,RU,59.7,150.1667,31.48,51,0,9.44,clear sky
268,Grand Island,US,40.925,-98.342,67.95,35,1,5.75,clear sky
269,Evensk,RU,61.95,159.2333,27.64,86,99,5.86,light snow
270,San Policarpo,PH,12.1791,125.5072,80.71,82,68,9.17,broken clouds
271,Hibbing,US,47.4272,-92.9377,60.85,94,90,6.91,moderate rain
272,Norman Wells,CA,65.282,-126.8329,31.77,82,96,8.28,overcast clouds
273,Norwich,GB,52.6278,1.2983,52.95,93,20,6.91,few clouds
274,Sokolniki,PL,50.638,21.8065,42.1,67,83,4.0,broken clouds
275,Matay,EG,28.419,30.7792,74.25,54,2,12.62,clear sky
276,Ostrovnoy,RU,68.0531,39.5131,42.82,94,100,2.77,overcast clouds
277,Hearst,CA,49.6835,-83.6665,64.33,85,98,9.46,overcast clouds
278,Krasnoselkup,RU,65.7,82.4667,25.23,82,54,11.92,broken clouds
279,Hambantota,LK,6.1241,81.1185,79.54,82,97,18.95,overcast clouds
280,Urumqi,CN,43.801,87.6005,38.35,60,0,2.24,clear sky
281,Charyshskoye,RU,51.3978,83.5598,39.45,80,100,5.06,overcast clouds
282,Bundaberg,AU,-24.85,152.35,78.22,59,5,4.0,clear sky
283,Carballo,ES,43.213,-8.691,61.02,89,1,4.47,clear sky
284,Rudbar,AF,30.15,62.6,54.54,24,0,14.47,clear sky
285,Kassala,SD,15.451,36.4,87.12,47,100,11.07,overcast clouds
286,Ust-Kuyga,RU,70.0167,135.6,25.03,98,100,4.56,overcast clouds
287,Ajdabiya,LY,30.7554,20.2263,79.36,28,0,7.74,clear sky
288,Neiafu,TO,-18.65,-173.9833,75.88,94,90,2.3,overcast clouds
289,Berlevag,NO,70.8578,29.0864,44.08,89,100,8.14,overcast clouds
290,Nikolskoye,RU,59.7035,30.7861,50.4,70,12,8.41,light rain
291,Aberdeen,GB,57.1437,-2.0981,52.83,77,90,9.22,overcast clouds
292,Cabo San Lucas,MX,22.8909,-109.9124,94.17,68,20,4.0,few clouds
293,Saurimo,AO,-9.6608,20.3916,74.66,37,73,3.11,broken clouds
294,Muros,ES,42.7762,-9.0603,66.24,69,0,11.07,clear sky
295,Castro,BR,-24.7911,-50.0119,56.73,96,99,10.16,overcast clouds
296,Pochutla,MX,15.7432,-96.4661,85.82,71,57,7.34,broken clouds
297,Astana,KZ,51.1801,71.446,35.55,93,90,13.42,overcast clouds
298,Batagay,RU,67.6333,134.6333,30.69,79,100,5.82,overcast clouds
299,Bonavista,CA,48.6499,-53.1147,43.12,77,57,26.26,broken clouds
300,Ugoofaaru,MV,5.6667,73.0,82.67,77,67,17.96,broken clouds
301,Amapa,BR,1.0,-52.0,74.26,94,96,6.38,overcast clouds
302,Madang,PG,-5.2246,145.7966,78.6,83,100,2.21,overcast clouds
303,Pangai,TO,-19.8,-174.35,75.79,77,100,10.83,overcast clouds
304,Fortuna,US,40.5982,-124.1573,65.19,66,71,5.01,broken clouds
305,Kailua,US,21.4022,-157.7394,84.18,63,40,19.57,scattered clouds
306,Kudahuvadhoo,MV,2.6708,72.8944,82.85,74,98,15.3,overcast clouds
307,Ust-Dzheguta,RU,44.0834,41.9763,46.47,81,37,3.38,scattered clouds
308,Port Moresby,PG,-9.4431,147.1797,79.56,78,98,7.07,overcast clouds
309,Kokopo,PG,-4.352,152.2633,82.56,72,15,2.86,few clouds
310,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,13.8,scattered clouds
311,Airai,TL,-8.9266,125.4092,69.85,52,97,1.97,overcast clouds
312,Vanimo,PG,-2.6741,141.3028,80.38,88,99,3.65,overcast clouds
313,Coihaique,CL,-45.5752,-72.0662,51.75,62,75,3.44,light rain
314,Dondo,MZ,-19.6094,34.7431,70.93,83,93,13.82,light rain
315,Lincoln,US,40.8,-96.667,66.27,68,1,0.0,clear sky
316,Tateyama,JP,34.9833,139.8667,78.15,69,38,15.05,scattered clouds
317,Huallanca,PE,-9.8993,-76.9417,53.01,67,65,8.23,broken clouds
318,Burnie,AU,-41.0667,145.9167,54.95,47,3,2.8,clear sky
319,Nioro,GM,13.35,-15.75,77.4,87,54,5.37,broken clouds
320,Fort Dix,US,40.0298,-74.6185,66.7,89,100,12.15,overcast clouds
321,Sioux Lookout,CA,50.1001,-91.917,61.18,91,93,8.23,overcast clouds
322,Xining,CN,36.6167,101.7667,38.93,76,3,2.57,clear sky
323,Acajutla,SV,13.5928,-89.8275,91.74,79,96,7.67,overcast clouds
324,Venado Tuerto,AR,-33.7456,-61.9688,59.79,93,100,6.44,overcast clouds
325,Freeport,US,40.6576,-73.5832,66.25,80,75,4.0,broken clouds
326,Mokhsogollokh,RU,61.4681,128.9203,33.03,79,98,10.96,overcast clouds
327,Micheweni,TZ,-4.9667,39.8333,76.14,84,38,9.84,scattered clouds
328,Ailigandi,PA,9.2333,-78.0167,79.0,86,98,3.04,overcast clouds
329,Taguatinga,BR,-12.3857,-46.5711,92.5,21,64,3.56,broken clouds
330,Sidi Ali,DZ,36.0998,0.4206,67.33,63,27,10.47,scattered clouds
331,Ancud,CL,-41.8697,-73.8203,53.42,85,100,7.38,overcast clouds
332,Komsomolskoye,RU,55.2567,47.5461,46.33,85,100,5.3,overcast clouds
333,Inverell,AU,-29.7833,151.1167,65.66,93,100,1.99,light rain
334,Praia,CV,14.9215,-23.5087,79.34,78,20,16.11,few clouds
335,San Jeronimito,MX,17.55,-101.3333,89.44,62,40,10.36,scattered clouds
336,Nezhinka,RU,51.7676,55.3694,42.96,61,40,0.0,light rain
337,Luebo,CD,-5.35,21.4167,72.86,86,84,4.59,broken clouds
338,Havelock,US,34.8791,-76.9013,74.05,87,58,4.0,broken clouds
339,Pavino,RU,59.1139,46.1414,46.35,91,99,7.34,overcast clouds
340,Samarai,PG,-10.6167,150.6667,78.84,81,99,7.36,overcast clouds
341,Xiuyan,CN,40.2928,123.2744,45.93,67,0,5.12,clear sky
342,Usinsk,RU,65.9939,57.5281,29.08,90,100,15.43,light snow
343,Quelimane,MZ,-17.8786,36.8883,74.17,82,3,8.41,clear sky
344,Paciran,ID,-6.8767,112.3761,78.46,76,86,7.49,overcast clouds
345,Phan Thiet,VN,10.9333,108.1,78.48,87,100,8.01,overcast clouds
346,Padang,ID,-0.9492,100.3543,75.38,92,100,1.19,light rain
347,Emerald,AU,-23.5333,148.1667,80.98,29,7,8.84,clear sky
348,Eldorado,BR,-23.7869,-54.2836,66.38,91,98,9.66,overcast clouds
349,Manavalakurichi,IN,8.1333,77.3,78.89,85,72,11.56,broken clouds
350,Moisakula,EE,58.0922,25.1864,36.79,81,20,6.64,few clouds
351,Caravelas,BR,-17.7125,-39.2481,72.72,91,99,6.62,overcast clouds
352,Klaksvik,FO,62.2266,-6.589,41.92,71,99,12.12,overcast clouds
353,Kuala Terengganu,MY,5.3302,103.1408,78.44,88,85,2.68,overcast clouds
354,Kaeo,NZ,-35.1,173.7833,61.95,58,40,9.33,scattered clouds
355,Pemba,MZ,-12.974,40.5178,76.15,81,25,6.73,scattered clouds
356,Morro Bay,US,35.3658,-120.8499,85.39,46,1,8.99,clear sky
357,Diffa,NE,13.3154,12.6113,87.55,15,87,7.14,overcast clouds
358,Camopi,GF,3.1655,-52.3158,80.29,70,59,5.97,broken clouds
359,Axim,GH,4.8699,-2.2405,76.1,91,100,8.01,light rain
360,Kavali,IN,14.9167,79.9833,81.45,78,95,5.59,overcast clouds
361,Gornopravdinsk,RU,60.05,69.9,26.58,72,4,3.24,clear sky
362,Orlik,RU,52.5178,99.825,27.21,71,51,3.38,broken clouds
363,Brigg,GB,53.552,-0.4921,51.94,89,64,5.75,broken clouds
364,Leninskoye,KZ,41.7589,69.3864,44.38,49,2,2.24,clear sky
365,Galatini,GR,40.3167,21.55,47.23,95,100,4.83,light rain
366,Olavarria,AR,-36.8927,-60.3225,62.02,75,90,6.67,overcast clouds
367,Newport,GB,51.5877,-2.9984,52.86,86,36,7.45,scattered clouds
368,Bundi,IN,25.4417,75.6417,78.33,57,2,2.39,clear sky
369,Chara,RU,56.9064,118.2631,26.89,66,15,3.74,few clouds
370,Kopervik,NO,59.2835,5.3067,53.33,82,20,27.63,few clouds
371,Coquimbo,CL,-29.9533,-71.3436,58.73,72,0,9.22,clear sky
372,Bonanza,NI,14.0289,-84.591,77.45,88,63,3.42,broken clouds
373,Warren,US,39.4334,-84.1666,79.29,68,1,10.36,clear sky
374,Tazovskiy,RU,67.4667,78.7,28.45,79,58,15.9,broken clouds
375,Dawlatabad,AF,36.4141,64.9053,45.88,36,0,4.43,clear sky
376,Sukumo,JP,32.9333,132.7333,74.53,94,75,4.61,light rain
377,Hobyo,SO,5.3505,48.5268,78.37,89,44,17.36,scattered clouds
378,Bambous Virieux,MU,-20.3428,57.7575,71.22,92,97,8.43,moderate rain
379,College,US,64.8569,-147.8028,37.58,94,90,6.91,light rain
380,Uray,RU,60.1247,64.7758,27.45,63,1,5.21,clear sky
381,Pingdu,CN,36.7844,119.9464,57.97,63,47,4.97,light rain
382,Moissac,FR,44.1024,1.0945,55.27,74,37,2.86,scattered clouds
383,Vila Velha,BR,-20.3297,-40.2925,67.95,94,90,3.44,moderate rain
384,Road Town,VG,18.4167,-64.6167,82.44,78,40,14.97,scattered clouds
385,Tsagan Aman,RU,47.5639,46.7218,46.6,58,100,3.87,overcast clouds
386,Manggar,ID,-2.8833,108.2667,80.33,84,92,8.14,overcast clouds
387,Ocampo,MX,21.65,-101.5,78.28,40,16,7.83,few clouds
